username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ABC;2017-09-09 20:56;187;162;"Eye of #Irma expected to move over Florida Keys at around 5 or 6 a.m. Sunday, bringing winds of up to 115 mph http://abcn.ws/2wPFlar pic.twitter.com/9gbhSZP68s";;;#Irma;"906622324794851328";https://twitter.com/ABC/status/906622324794851328
hurrtrackerapp;2017-09-09 20:46;101;109;"Wow! It’s starting to go downhill on the Florida Keys. #Irmahttps://twitter.com/MikeTheiss/status/906617125342732290 …";;;#Irmahttps;"906619780781805570";https://twitter.com/hurrtrackerapp/status/906619780781805570
NHC_Atlantic;2017-09-09 20:31;417;286;"Tropical Storm Conditions are beginning to reach the Florida Keys. Update Statement on Hurricane #Irma: http://www.nhc.noaa.gov/text/MIATCUAT1.shtml …";;;#Irma;"906616130793558016";https://twitter.com/NHC_Atlantic/status/906616130793558016
NBCNews;2017-09-09 20:23;83;69;"JUST IN: Winds are beginning to increase in the Keys and southern Florida Peninsula, NHC says pic.twitter.com/Uw3dmlgy29";;;;"906613942830735362";https://twitter.com/NBCNews/status/906613942830735362
ABC;2017-09-09 20:09;404;600;"LATEST on #Irma -125 miles southeast of Florida Keys -Max winds of 125 mph -Moving WNW at 9 mph http://abcn.ws/2xcR82b pic.twitter.com/Y2vQTUNfme";;;#Irma;"906610630395707392";https://twitter.com/ABC/status/906610630395707392
DavidMuir;2017-09-09 20:01;81;168;"Irma now moving into open water, heading toward Florida - just 140 miles SE of Key West. https://twitter.com/ABC/status/906599576991346688 …";;;;"906608507868381184";https://twitter.com/DavidMuir/status/906608507868381184
weatherchannel;2017-09-09 20:00;469;426;"Dangerous #Irma beginning its turn north toward the Florida Keys. 5-10 ft surge expected! pic.twitter.com/dXf7jFFFi8";;;#Irma;"906608154598952960";https://twitter.com/weatherchannel/status/906608154598952960
capitalweather;2017-09-09 19:01;79;43;"New Euro model run downright scary for Keys, W Florida. Peak wind gust forecast every 6 hours. http://wapo.st/2eN4YOm pic.twitter.com/rOHk5E1Vfl";;;;"906593520718422016";https://twitter.com/capitalweather/status/906593520718422016
AP;2017-09-09 18:27;131;138;"The Latest: Forecasters expect winds of more than 110 mph from Hurricane Irma to smack Florida Keys around daybreak. http://apne.ws/BVqu4qX";;;;"906584987834703877";https://twitter.com/AP/status/906584987834703877
NBCNews;2017-09-09 18:03;110;89;"JUST IN: Major hurricane force winds are expected over the Florida Keys at daybreak. Irma is currently about 145 miles away, NHC says pic.twitter.com/htw4KEO16r";;;;"906578796681232384";https://twitter.com/NBCNews/status/906578796681232384
StormchaserUKEU;2017-09-09 17:32;35;35;"Winds picking up now in Key west, #Florida ahead of #HurricaneIrma #irma #severeweather ...pic.twitter.com/gqSlZGr0Mr";;;#Florida #HurricaneIrma #irma #severeweather;"906571144752504832";https://twitter.com/StormchaserUKEU/status/906571144752504832
cnnbrk;2017-09-09 16:51;76;230;"We’re live with @BillWeirCNN in the Florida Keys as Hurricane Irma approaches. Watch on Facebook: http://cnn.it/2wPKyiy pic.twitter.com/KTaWsGNLVa";;@BillWeirCNN;;"906560637391851521";https://twitter.com/cnnbrk/status/906560637391851521
lizflock;2017-09-09 16:44;16;62;"Tanya Skillman & Mitch Christenson evacuated the Florida Keys w/40 reptiles, 20 tortoises & 2 parrots. Tanya: "everybody would have died." pic.twitter.com/hnBzbWqO90";;;;"906559023574646784";https://twitter.com/lizflock/status/906559023574646784
MikeTheiss;2017-09-09 16:33;22;46;"The HERV is ready for #HurricaneIrma in Key West, Florida https://twitter.com/extremenature/status/906555082644353029 …";;;#HurricaneIrma;"906556066724499456";https://twitter.com/MikeTheiss/status/906556066724499456
washingtonpost;2017-09-09 16:30;279;211;"Latest forecast for Irma: Storm will ride up Florida's west coast from the Keys through Naples up to Tampa https://www.washingtonpost.com/news/capital-weather-gang/wp/2017/09/09/dangerous-hurricane-irma-bears-down-on-florida-its-brunt-targeting-the-keys-to-tampa/?sm_tw&utm_term=.f5d277e335e3 … pic.twitter.com/WyjdMIWA4A";;;;"906555401403019264";https://twitter.com/washingtonpost/status/906555401403019264
extremenature;2017-09-09 16:29;21;28;"(Video) https://www.instagram.com/p/BY07XNrBIcg/ Just deployed the H.E.R.V. Hurricane Eyewall Research Vehicle in Key West, Florida waiting for the arrival… pic.twitter.com/Z5TJjbpPvg";;;;"906555082644353029";https://twitter.com/extremenature/status/906555082644353029
capitalweather;2017-09-09 16:27;97;53;"Hurricane Center now calling for "catastrophic" storm surge along Florida's SW coast & in Keys. Up to 10-15 ft above normally dry land. https://twitter.com/NHC_Surge/status/906542570158903296 …";;;;"906554563133689858";https://twitter.com/capitalweather/status/906554563133689858
weatherchannel;2017-09-09 16:20;721;545;"NEW: A #tornado watch is in effect for South FL and the Florida Keys until 12 a.m. EDT, including Key West & Miami. pic.twitter.com/GfVqiuvlyH";;;#tornado;"906552826448539649";https://twitter.com/weatherchannel/status/906552826448539649
NBCNews;2017-09-09 15:52;67;98;""Leave now," Gov. Rick Scott warns as Irma lashes Florida Keys http://nbcnews.to/2xd02wI pic.twitter.com/XKMm7uafeP";;;;"906545744240414721";https://twitter.com/NBCNews/status/906545744240414721
NBCNews;2017-09-09 15:24;276;286;"LATEST: • Irma is now a Cat 3 storm • It is forecast to reach the Florida Keys Sunday morning • About 5.6 million people ordered to leave pic.twitter.com/E6kaX5SEbe";;;;"906538723663400960";https://twitter.com/NBCNews/status/906538723663400960
ReedTimmerAccu;2017-09-09 15:12;97;268;"The Florida Keys Hurricane Memorial on Islamorada for the hundreds that lost their lives in the tragic 1935 Labor Day hurricane Sep 2 pic.twitter.com/xqNsqscy0w";;;;"906535831791456256";https://twitter.com/ReedTimmerAccu/status/906535831791456256
ABC;2017-09-09 15:10;122;85;"MORE: #Irma 175 miles SE of Key West, FL, moving west at 9 mph; expected head up western coast of Florida. http://abcn.ws/2xcR82b pic.twitter.com/b6XtIF92YI";;;#Irma;"906535403716534272";https://twitter.com/ABC/status/906535403716534272
mashable;2017-09-09 15:08;52;54;"Florida Keys National Weather Service issues apocalyptic warning on Twitter http://on.mash.to/2xm5rlS";;;;"906534818011340801";https://twitter.com/mashable/status/906534818011340801
Sunny_MacRhys;2017-09-09 15:07;28;143;"This is my Dad's house in the Florida Keys. MM 30. Big Pine Key. He is staying and providing shelter for neighbors. Please pray for my daddy pic.twitter.com/wod7jyIh27";;;;"906534487126810624";https://twitter.com/Sunny_MacRhys/status/906534487126810624
AmandiOnAir;2017-09-09 15:04;14;80;"Yes we are all good. I'm really worried however about all my friends in the Florida Keys, SW Florida & Tamp who are bracing for a direct hit https://twitter.com/mamastronomy/status/906533302621933569 …";;;;"906533695846277121";https://twitter.com/AmandiOnAir/status/906533695846277121
Surfermom77;2017-09-09 14:37;89;84;"Dear Lord Have Mercy Ntnl Weather Srv Tweets Out Dire Warning: 'NOWHERE IN THE FLORIDA KEYS WILL BE SAFE-EVACUATE http://www.thegatewaypundit.com/2017/09/national-weather-service-tweets-dire-warning-nowhere-florida-keys-will-safe-evacuate/ …pic.twitter.com/2xzbSNoQfz";;;;"906527060360814593";https://twitter.com/Surfermom77/status/906527060360814593
CNN;2017-09-09 14:34;1110;1631;"This was @CNN_Oppmann’s view of Hurricane #Irma as it lashed Caibarién, Cuba, before heading off to the Florida Keys http://cnn.it/2xcEOPr pic.twitter.com/Ze9WvmH71w";;@CNN_Oppmann;#Irma;"906526120157233157";https://twitter.com/CNN/status/906526120157233157
JesseRodriguez;2017-09-09 13:02;78;48;"A huge shift to the west in the computer models this morning. Key West, SW Florida & Tampa now in the crosshairs. pic.twitter.com/I0nPAMa4g3";;;;"906503110184587269";https://twitter.com/JesseRodriguez/status/906503110184587269
TropicalTidbits;2017-09-09 12:56;90;100;"The Florida Keys, SW Florida, and Tampa will likely see the core of Hurricane #Irma. Time is up to the south, and you better be off the keys pic.twitter.com/Wt8cHwGy9V";;;#Irma;"906501600444911616";https://twitter.com/TropicalTidbits/status/906501600444911616
AP;2017-09-09 12:54;194;84;"The Latest: Forecasters say the center of powerful Hurricane Irma now aimed at Florida Keys, Tampa area. http://apne.ws/KOJcW6b";;;;"906501094741876738";https://twitter.com/AP/status/906501094741876738
AP;2017-09-09 12:46;1154;812;"BREAKING: Weather forecasters say eye of powerful Hurricane Irma likely to hit Florida Keys, SW Florida, and Tampa area on Sunday.";;;;"906499065302659076";https://twitter.com/AP/status/906499065302659076
WesSmith123;2017-09-09 12:30;162;202;"Man! If you're in the Keys or on the west coast of Florida - Get to high land! This shit's gonna get real...fast. pic.twitter.com/tvrEk6GdZz";;;;"906494920596312065";https://twitter.com/WesSmith123/status/906494920596312065
JohnMoralesNBC6;2017-09-09 12:00;108;116;"Following the Euro model to a T (rightfully so) the 5 AM NHC track is further west. Metro South Florida & Upper Keys outside of the “cone” pic.twitter.com/PYsquDHJeL";;;;"906487577942904832";https://twitter.com/JohnMoralesNBC6/status/906487577942904832
PBS;2017-09-09 12:00;38;32;"#Irma is expected to make landfall near the Florida Keys early Sunday as a Category 4 storm. (From @NewsHour)http://to.pbs.org/2gPxZJP";;@NewsHour;#Irma;"906487352184512514";https://twitter.com/PBS/status/906487352184512514
DavidMuir;2017-09-09 11:43;142;193;"UPDATE Irma track shifts further west -- extremely dangerous eyewall now forecast to hit Florida Keys, Naples, Ft Myers and Tampa Sun. https://twitter.com/abc/status/906453873832972288 …";;;;"906483107217510400";https://twitter.com/DavidMuir/status/906483107217510400
capitalweather;2017-09-09 11:40;172;125;"Terrible scenario setting up for Florida's west side: Devastating impact for Keys, Naples, Tampa. The latest: http://wapo.st/2wPoMdP pic.twitter.com/rUsG19ADD4";;;;"906482483222298624";https://twitter.com/capitalweather/status/906482483222298624
ReedTimmerAccu;2017-09-09 10:43;69;121;"Eye of Hurricane #Irma visible from Key West, FL radar with outer bands, squalls already impacting S Florida well ahead of center pic.twitter.com/eWg0rkuIXT";;;#Irma;"906468161792495616";https://twitter.com/ReedTimmerAccu/status/906468161792495616
cnnbrk;2017-09-09 09:25;455;569;"Irma is now a Category 4 hurricane as it batters Cuba and makes a turn for the Florida Keys http://cnn.it/2wgk3OZ";;;;"906448405366558720";https://twitter.com/cnnbrk/status/906448405366558720
AmandaCerny;2017-09-09 05:44;104;2075;"So much of my family and close friends are in South Florida! But if you live in the Florida Keys... EVACUATE NOW! It's not worth risking.";;;;"906392875298045952";https://twitter.com/AmandaCerny/status/906392875298045952
GreatDismal;2017-09-09 05:25;18;74;"Key West is the only place in Florida I know well at all. Keep imagining specific places there under storm conditions unseen since 19th Cent";;;;"906388029056573440";https://twitter.com/GreatDismal/status/906388029056573440
NWSKeyWest;2017-09-09 04:45;259;159;"1245a: Outer bands of #Irma are moving into south Florida & down the upper and middle Keys, gusts 40 to 50 mph are possible. #FLkeys #flwxpic.twitter.com/M0PhDqGEou";;;#Irma #FLkeys #flwxpic;"906378114548338690";https://twitter.com/NWSKeyWest/status/906378114548338690
RyanMaue;2017-09-09 04:29;173;112;"Forecast wind gusts by NWS are 120-140 mph along western coast of south Florida including Keys, Naples and Ft. Myers Miami/FLL 75-85 mph pic.twitter.com/tRFKJzVtp5";;;;"906373928809099264";https://twitter.com/RyanMaue/status/906373928809099264
ReedTimmerAccu;2017-09-09 04:17;33;148;"Intense first outer band / squall moving through the Florida Keys already ahead of Cat 5 Hurricane #Irma Live video: https://www.facebook.com/AccuWeather/videos/10155629586992889/ …pic.twitter.com/h3BPerLCTw";;;#Irma;"906370925066682368";https://twitter.com/ReedTimmerAccu/status/906370925066682368
RyanMaue;2017-09-09 03:55;340;256;"NWS forecast for "sustained wind speeds" from Hurricane #Irma 120-130 mph from Florida Keys to Naples 55 mph Miami / Fort Lauderdale pic.twitter.com/DXCSw7avgQ";;;#Irma;"906365438191423488";https://twitter.com/RyanMaue/status/906365438191423488
SteveGlazier;2017-09-09 03:49;51;63;"Outer bands of rain are already approaching the Florida Keys tonight. Eye of #Irma is about 250-275 miles to the southeast @WeatherNationpic.twitter.com/RzhoYREVxH";;@WeatherNationpic;#Irma;"906363838471081991";https://twitter.com/SteveGlazier/status/906363838471081991
thehill;2017-09-09 03:31;247;207;"National Weather Service issues dire warning to Florida Keys residents: "Nowhere will be safe" during Irma http://hill.cm/PksDoyZ pic.twitter.com/Ux8DAy9ccn";;;;"906359267422240769";https://twitter.com/thehill/status/906359267422240769
TheLastWord;2017-09-09 03:28;39;67;"Florida Keys official warns all residents: Evacuate now http://on.msnbc.com/2xctRxx pic.twitter.com/j2Vrtuc28v";;;;"906358668014362629";https://twitter.com/TheLastWord/status/906358668014362629
CNNTonight;2017-09-09 03:25;101;153;"Florida Keys resident who decided to ride out Hurricane Irma: "We're ready to take it on with everything we have" http://cnn.it/2vTwuFb";;;;"906357972082753536";https://twitter.com/CNNTonight/status/906357972082753536
_NotFakeNews_;2017-09-09 03:06;130;257;"#Irma just hit a category 5 as it hits Cuba. Those who live in southern Florida or the Florida keys, leave however you can, now!";;;#Irma;"906353024687394816";https://twitter.com/_NotFakeNews_/status/906353024687394816
mashable;2017-09-09 02:38;52;46;"Florida Keys National Weather Service issues apocalyptic WARNING on Twitter http://on.mash.to/2vUGtK0";;;;"906346089363787777";https://twitter.com/mashable/status/906346089363787777
climatebrad;2017-09-09 02:15;41;85;"Seriously, get out of south Florida. The tracking west is bad news for the keys, Miami";;;;"906340170663960576";https://twitter.com/climatebrad/status/906340170663960576
FoxNews;2017-09-09 02:00;215;257;"Earlier today, @NWSKeyWest tweeted "***NOWHERE IN THE FLORIDA KEYS WILL BE SAFE***" in regard to Hurricane #Irma. http://fxn.ws/2vKYfLY pic.twitter.com/U71YdoJWvN";;@NWSKeyWest;#Irma;"906336461309476865";https://twitter.com/FoxNews/status/906336461309476865
ABCWorldNews;2017-09-09 01:25;76;63;"Hurricane Irma forecast to strike Florida Keys as Category 5: Nowhere 'will be safe': http://abcn.ws/2gRad3V pic.twitter.com/lD0sxbkJAa";;;;"906327577341636608";https://twitter.com/ABCWorldNews/status/906327577341636608
thehill;2017-09-09 01:19;141;104;"National Weather Service issues dire warning to Florida Keys residents: "Nowhere will be safe" during Irma http://hill.cm/Lc8X5IE pic.twitter.com/H6RgZpHKVh";;;;"906326058244431874";https://twitter.com/thehill/status/906326058244431874
NWSKeyWest;2017-09-09 01:02;3008;2048;"***NOWHERE IN THE FLORIDA KEYS WILL BE SAFE*** ***EVACUATE NOW*** @thefloridakeys Hurricane #Irma Tourism Advisory. #FLwx #KeyWest #FLKeyspic.twitter.com/ADjKlb2SfZ";;@thefloridakeys;#Irma #FLwx #KeyWest #FLKeyspic;"906321899751342080";https://twitter.com/NWSKeyWest/status/906321899751342080
TheStormologist;2017-09-09 00:55;132;244;"#Irma is expected to restrengthen into a CAT 5 Hurricane just off the coast of the Florida Keys. Please, don't be stupid. Leave. Don't die!";;;#Irma;"906320170334928896";https://twitter.com/TheStormologist/status/906320170334928896
hurrtrackerapp;2017-09-09 00:51;71;78;"This is not hype. One of the worst storms to ever hit the Florida Keys is coming. You NEED to evacuate. #Irmahttps://twitter.com/NWSKeyWest/status/906315935706963971 …";;;#Irmahttps;"906319181154578432";https://twitter.com/hurrtrackerapp/status/906319181154578432
ReaganBattalion;2017-09-09 00:35;49;37;"Hurricane Irma is now forecast to hit the Florida Keys as a Category 5 storm. #Irmapic.twitter.com/eI5OkhWCqF";;;#Irmapic;"906314968743731200";https://twitter.com/ReaganBattalion/status/906314968743731200
OfficialJoelF;2017-09-09 00:32;1062;1120;"Hurricane Irma forecast to strengthen to Cat. 5 before making a FLORIDA KEYS landfall. GET. OUT. NOW. RT";;;;"906314366903078913";https://twitter.com/OfficialJoelF/status/906314366903078913
wsvn;2017-09-09 00:02;244;172;"8 PM advisory: Hurricane Irma is 315 miles southeast of Miami, projected to hit Florida Keys as category 5 storm http://bit.ly/2gR45Zt pic.twitter.com/7pzivkcvKg";;;;"906306876706619392";https://twitter.com/wsvn/status/906306876706619392
AmandiOnAir;2017-09-08 23:46;23;96;"Thank you. Florida -especially the Keys, the Southwest & Southeast -needs a miracle https://twitter.com/jcamillegray/status/906301659202060288 …";;;;"906302649783521283";https://twitter.com/AmandiOnAir/status/906302649783521283
DrRickKnabb;2017-09-08 23:20;116;148;"#Irma could cross Florida Keys as cat 4/5 and make landfall on Florida peninsula as cat 4/5. Let that sink in a sec. Then evacuate if told.";;;#Irma;"906296180912599041";https://twitter.com/DrRickKnabb/status/906296180912599041
WeatherNation;2017-09-08 23:05;65;63;"Latest forecast track has Irma passing right over the Florida Keys as a Cat 5 storm, then as a Cat 4 near Naples. pic.twitter.com/4AogD2DUDJ";;;;"906292395104362496";https://twitter.com/WeatherNation/status/906292395104362496
JohnMoralesNBC6;2017-09-08 22:59;296;465;""What the heck are you doing?" My message to those still sitting in the Florida Keys. #Irma #FLKeys #KeyLargo #KeyWest #MarathonFL @nbc6pic.twitter.com/H7djf7GcL1";;@nbc6pic;#Irma #FLKeys #KeyLargo #KeyWest #MarathonFL;"906290849432166402";https://twitter.com/JohnMoralesNBC6/status/906290849432166402
TIME;2017-09-08 22:46;136;114;"National Weather Service: "Nowhere in the Florida Keys will be safe" from Hurricane Irma http://ti.me/2eSUMHS";;;;"906287734406479872";https://twitter.com/TIME/status/906287734406479872
cnnbrk;2017-09-08 22:21;1119;899;"Latest forecast shows Hurricane Irma taking a slight shift westward, growing to Category 5 near the Florida Keys http://cnn.it/2xQLtNc pic.twitter.com/3Fqi4tQa7f";;;;"906281346028494850";https://twitter.com/cnnbrk/status/906281346028494850
ABC;2017-09-08 21:26;203;152;"NWS issues stark warning to Floridians as #Irma approaches: "Nowhere in the Florida Keys will be safe. You still have time to evacuate." pic.twitter.com/QYdkbCh9qE";;;#Irma;"906267504678449154";https://twitter.com/ABC/status/906267504678449154
DrRickKnabb;2017-09-08 21:26;605;921;"We can have zero fatalities from #Irma in the Florida Keys if everyone still there evacuates with the time remaining tonight! @NWSKeyWest";;@NWSKeyWest;#Irma;"906267409102901249";https://twitter.com/DrRickKnabb/status/906267409102901249
NWSKeyWest;2017-09-08 21:21;62991;42030;"***THIS IS AS REAL AS IT GETS*** ***NOWHERE IN THE FLORIDA KEYS WILL BE SAFE*** ***YOU STILL HAVE TIME TO EVACUATE*** Please RT. #Irmapic.twitter.com/VWLMEDWoUs";;;#Irmapic;"906266219304685568";https://twitter.com/NWSKeyWest/status/906266219304685568
JimCantore;2017-09-08 21:18;514;347;"5pm track from from NHC paints a grim picture for the Keys and southwest Florida. NHC brings #Irma to Cat 5 160 mph before hitting the Keys. pic.twitter.com/aZAu24xQCR";;;#Irma;"906265587181084672";https://twitter.com/JimCantore/status/906265587181084672
ABC;2017-09-08 21:12;298;166;"LATEST: Current forecast track calls for #Irma to hit the Florida Keys as a Cat 5 hurricane early Sunday morning, roughly between 5-7 AM ET. pic.twitter.com/EH68GI68ml";;;#Irma;"906264062543228929";https://twitter.com/ABC/status/906264062543228929
KayaJones;2017-09-08 21:08;65;274;"I used to call the Florida keys my home. Saddened to hear #hurricaneirma will be hitting it. Prayers for my family in Florida";;;#hurricaneirma;"906263110041739264";https://twitter.com/KayaJones/status/906263110041739264
Ginger_Zee;2017-09-08 21:08;137;136;"UPDATE: #Irma is 345 miles SE of Miami,max sustained winds 155 mph, moving W at 12 mph;track: Florida Keys as a Cat 5 early Sunday morning. pic.twitter.com/ZMvLMqdGGg";;;#Irma;"906263057915154432";https://twitter.com/Ginger_Zee/status/906263057915154432
DavidMuir;2017-09-08 21:07;139;193;"#breaking Irma now forecast to hit Florida Keys as Cat 5 early Sun between 5-7am. Extreme concern for Keys & Miami w westward shift of track";;;#breaking;"906262822362996736";https://twitter.com/DavidMuir/status/906262822362996736
GMA;2017-09-08 21:04;139;120;"JUST IN: Hurricane #Irma still a Cat 4 with 155 mph winds, though currently forecast to hit Florida Keys as Cat 5: http://abcn.ws/2f8qnCj pic.twitter.com/byQH5CA0lS";;;#Irma;"906262029979197441";https://twitter.com/GMA/status/906262029979197441
JohnMoralesNBC6;2017-09-08 20:34;298;372;"If you're still sitting on a Florida Key, I don't know what you're thinking. Get out!";;;;"906254486087376896";https://twitter.com/JohnMoralesNBC6/status/906254486087376896
FoxNews;2017-09-08 19:32;133;133;"Forecasters: Expect life-threatening effects in parts of Florida Keys starting Saturday night. #HurricaneIrmapic.twitter.com/5pF1WM9qWV";;;#HurricaneIrmapic;"906238752984621057";https://twitter.com/FoxNews/status/906238752984621057
DrRickKnabb;2017-09-08 19:15;111;123;"If you’re still in the Florida Keys you need to get out now! Why risk your life? See info from @monroecounty @NWSKeyWest #Irma";;@monroecounty @NWSKeyWest;#Irma;"906234653899722752";https://twitter.com/DrRickKnabb/status/906234653899722752
RyanMaue;2017-09-08 18:12;125;123;"Marathon and the Keys will be easily gusting 130 mph up to 160 mph even in South Florida in the Everglades. #IrmaHurricane2017pic.twitter.com/gbxNi7GTgn";;;#IrmaHurricane2017pic;"906218668723494912";https://twitter.com/RyanMaue/status/906218668723494912
RyanMaue;2017-09-08 18:10;163;138;"Winds from Hurricane #Irma will be gusting at 100-130 mph on Sunday in the Keys and SW Florida -- increasing in Miami to near that. pic.twitter.com/CbC84XwVZr";;;#Irma;"906218222151716866";https://twitter.com/RyanMaue/status/906218222151716866
TropicalTidbits;2017-09-08 18:02;125;134;"The 12Z ECMWF has shifted even farther west into the Florida Keys with #Irma on Sunday. This is some good news for the Miami area.pic.twitter.com/ocdMcBMrVI";;;#Irma;"906216127923195905";https://twitter.com/TropicalTidbits/status/906216127923195905
MikeTFox5;2017-09-08 16:02;170;182;"New run of American model same generally idea as AM Euro with #Irma, has landfall near #Florida Everglades. HAMMERS Keys. #hurricaneirma2017pic.twitter.com/B4Otb9Ma29";;;#Irma #Florida #hurricaneirma2017pic;"906185962408914950";https://twitter.com/MikeTFox5/status/906185962408914950
nytimes;2017-09-08 11:01;141;173;"The National Hurricane Center downgraded Irma but called it “extremely dangerous,” with the Florida Keys at risk http://nyti.ms/2xaKf1u";;;;"906110139069018112";https://twitter.com/nytimes/status/906110139069018112
FoxNews;2017-09-08 10:11;130;106;"Closures for the Florida Keys http://fxn.ws/2wOnyOf pic.twitter.com/sYGIDFnSay";;;;"906097653565575169";https://twitter.com/FoxNews/status/906097653565575169
ABC;2017-09-08 03:43;367;286;"BREAKING: First hurricane and storm surge warnings issued for South Florida and Florida Keys as Irma approaches http://abcn.ws/2vK4MWW pic.twitter.com/xkn1OBK8c2";;;;"905999987653345281";https://twitter.com/ABC/status/905999987653345281
NHC_Surge;2017-09-08 03:07;125;70;"As of 11pm AST, a storm surge warning is in effect for South Florida & the Florida Keys. Watches extended northward http://www.nhc.noaa.gov/refresh/graphics_at1+shtml/215356.shtml?wsurge#contents …pic.twitter.com/W2cZxOev8B";;;#contents;"905991055262322689";https://twitter.com/NHC_Surge/status/905991055262322689
NHC_Atlantic;2017-09-08 03:00;216;571;"Hurricane #Irma Advisory 36: Hurricane and Storm Surge Warnings Issued For South Florida And The Florida Keys. http://go.usa.gov/W3H";;;#Irma;"905989077568237568";https://twitter.com/NHC_Atlantic/status/905989077568237568
CNN;2017-09-08 02:18;300;504;"Florida Keys residents debate merits of leaving vs. staying as #Irma churns towards Floridian coasthttp://snpy.tv/2gMNVMS";;;#Irma;"905978561105940481";https://twitter.com/CNN/status/905978561105940481
FoxNews;2017-09-08 00:32;128;423;". @NCAirGuard moves a hospital patient onto a C-130 in Key West. The team is in Florida to assist with evacuations ahead of #HurricaneIrma.pic.twitter.com/4LgIQvJFcl";;@NCAirGuard;#HurricaneIrma;"905952022494633985";https://twitter.com/FoxNews/status/905952022494633985
ViewsOnEarth;2017-09-07 23:01;154;339;"7 Mile Bridge, Florida Keys. https://twitter.com/EarthBeauties/status/491138046340124673/photo/1pic.twitter.com/PYpkMIGTdE";;;;"905928961200443393";https://twitter.com/ViewsOnEarth/status/905928961200443393
ReedTimmerAccu;2017-09-07 22:06;110;146;"Slight westward trend apparent in recent GFS, Euro with track of Hurricane #Irma now over Florida Keys into spine of FL Peninsula. Not good";;;#Irma;"905915309160374272";https://twitter.com/ReedTimmerAccu/status/905915309160374272
CBSNews;2017-09-07 19:23;130;108;"For residents, visitors in Florida Keys, "leave and get out," Gov. Rick Scott says; mandatory evacuations ordered http://cbsn.ws/2gJqTa1 pic.twitter.com/peXw5Ugdqz";;;;"905874087016374272";https://twitter.com/CBSNews/status/905874087016374272
cnnbrk;2017-09-07 19:01;408;386;"One new hurricane-predicting model shows Miami and the Florida Keys in Hurricane Irma's crosshairs http://cnn.it/2xQkQqN pic.twitter.com/lX3R6eJg5D";;;;"905868560098000903";https://twitter.com/cnnbrk/status/905868560098000903
GioBenitez;2017-09-07 18:35;66;631;"A note to all of our caring viewers writing in: our @ABC team WILL be evacuating from the Florida Keys tomorrow morning. Safety is #1.";;@ABC;#1;"905862193912143873";https://twitter.com/GioBenitez/status/905862193912143873
RyanMaue;2017-09-07 18:34;1174;839;"If Hurricane #Irma takes ECMWF 12z slightly west track, huge wind gusts for Florida from Keys to Miami, Tampa & Orlando, Tallahassee & Jax. pic.twitter.com/SmONxW0I5S";;;#Irma;"905861946167238656";https://twitter.com/RyanMaue/status/905861946167238656
jennafischer;2017-09-07 16:20;160;868;"If you are in the Florida Keys, please evacuate! #HuricaneIrmahttps://twitter.com/monroecounty/status/905810122760269824 …";;;#HuricaneIrmahttps;"905828092534333440";https://twitter.com/jennafischer/status/905828092534333440
WayneDupreeShow;2017-09-07 15:40;150;192;"ALERT! With Only 25K Leaving Florida Keys, Governor Scott Doubles Down On Evacuation! https://www.waynedupree.com/25k-leaving-florida-keys-governor-scott-doubles-evacuation/ … #HurricaneIrma #IrmaStorm";;;#HurricaneIrma #IrmaStorm;"905818132878589954";https://twitter.com/WayneDupreeShow/status/905818132878589954
irmahinojosa_;2017-09-07 15:24;88;484;"Hurricane Watch issued for Florida peninsula from Jupiter Inlet to Bonita Beach & Florida Keys. Why did it have to be named Irma? Stay safe!";;;;"905814060050075650";https://twitter.com/irmahinojosa_/status/905814060050075650
cnnbrk;2017-09-07 15:24;258;425;"Part of south Florida and Keys under official watch with tropical storm force winds from Irma likely to hit Saturday http://cnn.it/2xQLtNc pic.twitter.com/FVnhWofhFx";;;;"905813931985424386";https://twitter.com/cnnbrk/status/905813931985424386
NWSEastern;2017-09-07 15:10;186;115;"11am #Irma still with 175 mph max winds. Moving WNW @16 mph. Hurricane Watch for South Florida & FL Keys. Turn to NNW expected this weekend pic.twitter.com/9oj4Z3YaNq";;@16;#Irma;"905810601452204032";https://twitter.com/NWSEastern/status/905810601452204032
monroecounty;2017-09-07 15:08;354;196;"For residents of the Florida Keys, our new temporary hotline number is 1-305-517-2480 or 1-305-517-2481. #hurricaneirma";;;#hurricaneirma;"905810122760269824";https://twitter.com/monroecounty/status/905810122760269824
NHC_Atlantic;2017-09-07 15:02;1333;831;"A hurricane watch has been issued for South Florida and the Florida Keys. More information available at http://hurricanes.gov pic.twitter.com/SzlkILQj0h";;;;"905808534201360385";https://twitter.com/NHC_Atlantic/status/905808534201360385
weatherchannel;2017-09-07 14:58;322;341;"BREAKING: A #hurricane watch has been issued for south Florida, from Jupiter Inlet to Bonita Beach, including the Florida Keys.";;;#hurricane;"905807600955953153";https://twitter.com/weatherchannel/status/905807600955953153
NWS;2017-09-07 14:58;205;153;"Hurricane & Storm Surge Watches are in effect for portions of south Florida & the Florida Keys. #Irmahttps://twitter.com/NHC_Atlantic/status/905805868511395843 …";;;#Irmahttps;"905807373260005376";https://twitter.com/NWS/status/905807373260005376
imgur;2017-09-07 06:38;123;327;"Evacuating chickens from the Florida keys. http://imgur.com/gallery/dbEl1 pic.twitter.com/o7YA2dQZ36";;;;"905681669226508288";https://twitter.com/imgur/status/905681669226508288
